tox_cas_edf_id,tox_chemical_name,tox_recognized,tox_suspected
2310-17-0,PHOSALONE,,"cardiovascular blood,neurotoxicity"
2312-35-8,PROPARGITE,"cancer,developmental",
23135-22-0,OXAMYL,,neurotoxicity
23184-66-9,BUTACHLOR,,cancer
23214-92-8,ADRIAMYCIN,"cancer,developmental,reproductive",kidney
23246-96-0,Riddelliine,,"cancer,cardiovascular blood,gastrointestinal liver"
23386-52-9,"1,4-DICYCLOHEXYL SULFOBUTANEDIOATE SODIUM SALT",,neurotoxicity
23422-53-9,FORMETANATE HYDROCHLORIDE,,neurotoxicity
23541-50-6,DAUNORUBICIN HYDROCHLORIDE,developmental,
23560-59-0,Heptenophos,,"gastrointestinal liver,neurotoxicity,skin sense"
23564-05-8,THIOPHANATE-METHYL,reproductive,"cancer,cardiovascular blood,neurotoxicity,skin sense"
23564-06-9,THIOPHANATE ETHYL,,endocrine
2358-84-1,Diethylene glycol dimethacrylate,,"immunotoxicity,skin sense"
23696-28-8,Olaquindox,,"immunotoxicity,skin sense"
23746-34-1,POTASSIUM BIS(2-HYDROXYETHYL)DITHIOCARBAMATE,,gastrointestinal liver
2385-85-5,MIREX,cancer,"endocrine,gastrointestinal liver,kidney"
23950-58-5,PRONAMIDE,cancer,endocrine
2409-55-4,1-HYDROXY-2-TERT-BUTYL-4-METHYLBENZENE,,"gastrointestinal liver,neurotoxicity,respiratory"
24124-25-2,"Stannane, tributyl[(1-oxo-9,12-octadecad",,endocrine
24151-93-7,Piperophos,,neurotoxicity
2420-98-6,CADMIUM 2-ETHYLHEXANOATE,cancer,
2422-79-9,12-METHYLBENZ(A)ANTHRACENE,,skin sense
2425-06-1,CAPTAFOL,cancer,"immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
2425-79-8,BUTANEDIOLDIGLYCIDYL ETHER,,"immunotoxicity,skin sense"
2425-85-6,C.I. PIGMENT RED 3,,"cancer,cardiovascular blood,gastrointestinal liver,kidney"
2426-08-6,"1-BUTOXY-2,3-EPOXYPROPANE",,"immunotoxicity,neurotoxicity,respiratory,skin sense"
2429-74-5,AIREDALE BLUE D,cancer,
2437-79-8,"2,2',4,4'-TETRACHLOROBIPHENYL (PCB-47)","cancer,developmental",endocrine
24382-04-5,"MALONALDEHYDE, SODIUM SALT",,"cancer,kidney"
2439-01-2,"CHINOMETHIONAT (6-METHYL-1,3-DITHIOLO[4,5-B]QUINOX","cancer,developmental","gastrointestinal liver,immunotoxicity,skin sense"
2439-10-3,DODINE,,gastrointestinal liver
24390-14-5,DOXYCYCLINE HYCLATE (INTERNAL USE),developmental,
24470-76-6,BIS(ISOBUTYL) MERCURY,developmental,
2451-62-9,"1,3,5-TRIAZINE-2,4,6(1H,3H,5H)-TRIONE, 1,3,5-TRIS(OXIRANYLMETHYL)- (9CI)",,"immunotoxicity,respiratory,skin sense"
24549-06-2,2-ETHYL-6-METHYLANILINE,,neurotoxicity
24554-26-5,N-[4-(5-NITRO-2-FURYL)-2-THIAZOLYL] FORMAMIDE,,"cancer,gastrointestinal liver,kidney"
24613-89-6,CHROMIUM (III) CHROMATE,cancer,"immunotoxicity,skin sense"
2465-27-2,AURAMINE-O,,"cancer,gastrointestinal liver"
2467-02-9,Bisphenol F,,endocrine
2475-45-8,DISPERSE BLUE 1,cancer,kidney
2499-58-3,"2-Propenoic acid, heptyl ester",,neurotoxicity
25013-15-4,VINYLTOLUENE,,"gastrointestinal liver,neurotoxicity,respiratory,skin sense"
25013-16-5,BUTYLATED HYDROXYANISOLE (BHA),cancer,"endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
25035-71-6,Toluenesulfonamide formaldehyde resin,,"immunotoxicity,skin sense"
25068-38-6,"(CHLOROMETHYL)OXIRANE, 4,4'-(1-METHYLETHYLIDENE)BISPHENOL COPOLYMER",,"immunotoxicity,kidney,neurotoxicity,respiratory,skin sense"
25122-46-7,CLOBETASOL PROPIONATE,"developmental,reproductive",
25134-21-8,"1,2,3,6-TETRAHYDROMETHYL-3,6-METHANOPHTHALIC ANHYDRIDE",,immunotoxicity
25154-52-3,"2,6-DIMETHYL-4-HEPTYLPHENOL, (O AND P)",,endocrine
25154-54-5,DINITROBENZENE,reproductive,"gastrointestinal liver,neurotoxicity"
25154-55-6,"NITROPHENOLS, ALL ISOMERS",,neurotoxicity
25155-30-0,SODIUM DODECYLBENZENE SULFONATE,,"gastrointestinal liver,neurotoxicity"
25167-80-0,CHLOROPHENOLS,,"cancer,gastrointestinal liver,immunotoxicity"
25167-82-2,TRICHLOROPHENOLS,,cancer
25167-83-3,TETRACHLOROPHENOLS,,gastrointestinal liver
25168-26-7,"2,4-D, ISOOCTYL ESTER",,developmental
2524-03-0,DIMETHYL CHLOROTHIOPHOSPHATE,,developmental
2524-04-1,CHLORURE DE DIETHYLTHIOPHOSPHORYLE,,"cardiovascular blood,gastrointestinal liver,skin sense"
25265-76-3,PHENYLENEDIAMINE,,"immunotoxicity,skin sense"
25311-71-1,ISOFENPHOS,,neurotoxicity
25316-40-9,Adriamycin (Doxorubicin hydrochloride),,"cancer,cardiovascular blood"
25321-14-6,DINITROTOLUENE (MIXED ISOMERS),reproductive,"cancer,cardiovascular blood,immunotoxicity,neurotoxicity,respiratory,skin sense"
25321-22-6,DICHLOROBENZENE (MIXED ISOMERS),,cancer
25322-68-3,POLYETHYLENE GLYCOL,,"kidney,skin sense"
25323-68-6,TRI-PCB,"cancer,developmental",
25323-89-1,TRICHLOROETHANE (ALL ISOMERS),,cancer
25340-17-4,"BENZENE, DIETHYL- (8CI)(9CI)",,neurotoxicity
2536-05-2,"DIFENYLMETAN-2,2'-DIISOCYANAT",,immunotoxicity
25376-45-8,DIAMINOTOLUENE (MIXED ISOMERS),cancer,developmental
2540-82-1,FORMOTHION,,"gastrointestinal liver,neurotoxicity"
25429-29-2,PENTA-PCB,"cancer,developmental",
2545-60-0,"2-PYRIDINECARBOXYLIC ACID, 4-AMINO-3,5,6-TRICHLORO-, MONOPOTASSIUM SALT",,"cardiovascular blood,neurotoxicity,respiratory"
2551-62-4,SULFUR HEXAFLUORIDE,,"neurotoxicity,respiratory"
25512-42-9,DI-PCB,"cancer,developmental",
25550-51-0,METYLHEXAHYDROFTALSYRAANHYDRID,,immunotoxicity
25550-58-7,DINITROPHENOLS,,"cardiovascular blood,endocrine,gastrointestinal liver,kidney,skin sense"
25551-13-7,TRIMETHYLBENZENE,,neurotoxicity
25551-28-4,NAPHTHALENE DIISOCYANATE,,"immunotoxicity,respiratory,skin sense"
2556-36-7,"1,4-CYCLOHEXANE DIISOCYANATE",,respiratory
25569-80-6,"2,3'-Dichlorobiphenyl","cancer,developmental",
25586-43-0,"NAPHTHALENE, CHLORO-",,neurotoxicity
25606-41-1,PROPAMOCARB HYDROCHLORIDE,,neurotoxicity
25620-58-0,"TRIMETHYL-1,6-HEXANDIAMIN",,immunotoxicity
25639-42-3,METHYLCYCLOHEXANOL ALL ISOMER,,"gastrointestinal liver,kidney,neurotoxicity"
25640-78-2,"(1-METHYLETHYL)-1,1'-BIPHENYL",,neurotoxicity
25646-71-3,CD 003,,"immunotoxicity,skin sense"
25646-77-9,CD-4,,"immunotoxicity,skin sense"
25655-41-8,"2-PYRROLIDINONE, 1-ETHENYL-, HOMOPOLYMER, COMPD. WITH IODINE",,"cardiovascular blood,skin sense"
2570-26-5,PENTADECYLAMINE,,"cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory"
25735-29-9,TRICHLOROPROPANE (ALL ISOMERS),,cancer
2578-75-8,"N-[5-(5-NITRO-2-FURYL)-1,3,4-THIADIAZOL-2-YL]ACETAMIDE",,"cancer,gastrointestinal liver"
25812-30-0,gemfiborzil,"cancer,reproductive","gastrointestinal liver,kidney,neurotoxicity,respiratory"
25843-45-2,dimethyldiazene-1-oxide (methylazoxymethane/azoxymethane),,"cancer,gastrointestinal liver"
2587-90-8,"PHOSPHOROTHIOIC ACID, 0,0-DIMETHYL-5-(2-(M",,gastrointestinal liver
2593-15-9,TERRAZOLE,cancer,gastrointestinal liver
25962-77-0,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole",,cancer
260-94-6,ACRIDINE,,neurotoxicity
26002-80-2,PHENOTHRIN,,"endocrine,gastrointestinal liver,kidney,neurotoxicity"
2602-46-2,DIRECT BLUE 6,cancer,developmental
26027-38-3,NONOXYNOL,,"immunotoxicity,skin sense"
26049-68-3,2-HYDRAZINO-4-(5-NITRO-2-FURYL)THIAZOLE,,"cancer,gastrointestinal liver"
26049-70-7,2-HYDRAZINO-4-(P-NITROPHENYL) THIAZOLE,,cancer
26049-71-8,2-HYDRAZINO-4-(P-AMINOPHENYL)THIAZOLE,,cancer
26062-79-3,POLY(DIMETHYLDIALLYLAMMINIUM CHLORIDE),,"neurotoxicity,respiratory"
26087-47-8,Iprobenfos,,"cardiovascular blood,neurotoxicity"
26148-68-5,"2-AMINO-9H-PYRIDO (2,3-B) INDOLE (A-ALPHA-C)",cancer,
26172-55-4,5-KLOR-2-METYL-4-ISOTIAZOLIN-3-ON OCH 2-METYL-4-ISOTIAZOLIN-3-ON (I FÖRHÅLLANDE 3:1) >15PPM,,immunotoxicity
26239-64-5,"Stannane, tributyl[[[1,2,3,4,4a,4b,5,6,1",,endocrine
26266-68-2,2-ETHYLHEXENAL,,neurotoxicity
2634-33-5,"1,2-BENZISOTHIAZOLIN-3-ONE",,"immunotoxicity,respiratory,skin sense"
26354-18-7,"2-propenoic acid, 2-methyl-, methyl ester = Stannane, tributylmeacrylate",,endocrine
2644-70-4,"Hydrazine, monohydrochloride",,neurotoxicity
26447-14-3,"PROPANE, 1,2-EPOXY-3-(TOLYLOXY)-",,"immunotoxicity,neurotoxicity,skin sense"
2646-17-5,OIL ORANGE SS,cancer,"gastrointestinal liver,neurotoxicity"
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),cancer,"cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
26472-00-4,"3A,4,7,7A-TETRAHYDRODIMETHYL-4,7-METHANO-1H-INDENE",,neurotoxicity
26530-20-1,OCTHILINONE,,immunotoxicity
2655-15-4,"2,3,5-TRIMETHYLPHENYL METHYLCARBAMATE",,neurotoxicity
26590-20-5,Methyltetrahydrophthalic anhydride,,"immunotoxicity,respiratory,skin sense"
26601-64-9,HEXA-PCB,"cancer,developmental",
26628-22-8,SODIUM AZIDE,,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
26636-32-8,Tributyltinnaphthalate,,endocrine
26644-46-2,TRIFORINE,developmental,"cardiovascular blood,immunotoxicity,skin sense"
26761-40-0,"1,2-BENZENEDICARBOXYLIC ACID, DIISODECYL ESTER",,"developmental,endocrine"
2682-20-4,METHYL-4-ISOTHIAZOLIN,,"immunotoxicity,skin sense"
2687-25-4,"2,3-DIAMINOTOLUENE",cancer,
26907-37-9,"THIADIAZOLE, 2,2'-(METHYLENEDIIMINO)BIS, 1,3,4-",,"developmental,gastrointestinal liver,neurotoxicity,skin sense"
2691-41-0,"1,3,5,7-TETRANITRO-1,3,5,7-TETRAAZACYCLOOCTANE",,"gastrointestinal liver,neurotoxicity"
26914-33-0,TETRACHLOROBIPHENYL,"cancer,developmental",
26952-21-6,ISOOCTYL ALCOHOL,,neurotoxicity
2698-41-1,O-CHLOROBENZYLIDENE MALONONITRILE,,"cardiovascular blood,immunotoxicity,neurotoxicity,respiratory,skin sense"
2699-79-8,SULFURYL FLUORIDE,,"cardiovascular blood,kidney,neurotoxicity,respiratory"
2702-72-9,"2,4-D SODIUM SALT",,"gastrointestinal liver,kidney,neurotoxicity"
271-89-6,BENZOFURAN,cancer,
27134-26-5,CHLOROANILINE (ALL ISOMERS),,cancer
27134-27-6,Dichloroaniline (mixed isomers),,"cardiovascular blood,skin sense"
27137-85-5,TRICHLORO(DICHLOROPHENYL)SILANE,,"cardiovascular blood,respiratory"
27193-28-8,"(1,1,3,3-TETRAMETHYLBUTYL)PHENOL",,endocrine
27304-13-8,OXYCHLORDANE,,endocrine
27314-13-2,NORFLURAZON,,"cancer,endocrine,gastrointestinal liver"
27323-18-8,MONOCHLOROBIPHENYL,"cancer,developmental",endocrine
27598-85-2,aminophenol,,kidney
2767-54-6,"Stannane, bromotriethyl-",,neurotoxicity
2778-42-9,"1,3-BIS(1-ISOCYANATO-1-METHYLETHYL)BENZENE",,"neurotoxicity,respiratory,skin sense"
27813-02-1,"1,2-PROPANEDIOL, 2-METHYL, MONOMETHACRYLATE",,"immunotoxicity,skin sense"
2782-57-2,DICHLOROISOCYANURIC ACID,,gastrointestinal liver
2783-94-0,"1-P-SULFOPHENYLAZO-2-HYDROXYNAPHTHALENE-6-SULFONATE, DISODIUM SALT",,gastrointestinal liver
2784-94-3,HC BLUE 1,cancer,"endocrine,gastrointestinal liver"
27858-07-7,OCTABROMOBIPHENYL,"cancer,developmental",
280-57-9,"1,4-DIAZA(2.2.2)BICYCLOOCTANE",,neurotoxicity
28057-48-9,D-TRANS-ALLETHRIN,,"endocrine,gastrointestinal liver"
2807-30-9,ETHYLENE GLYCOL MONOPROPYL ETHER,,"developmental,kidney,neurotoxicity,respiratory"
28178-42-9,"BENZENE, 1,3-BIS(1-METHYLETHYL)-2-ISOCYANATO-",,"gastrointestinal liver,respiratory"
28249-77-6,THIOBENCARB,,neurotoxicity
2832-19-1,N-METHYLOL CHLOROACETAMIDE,,"immunotoxicity,skin sense"
2832-40-8,C.I. DISPERSE YELLOW 3,,"cancer,gastrointestinal liver,immunotoxicity,skin sense"
28347-13-9,XYLYLENE DICHLORIDE,,"neurotoxicity,respiratory"
2835-39-4,ALLYL ISOVALERATE,,"cancer,cardiovascular blood"
28407-37-6,C.I. DIRECT BLUE 218,cancer,"cardiovascular blood,endocrine,gastrointestinal liver"
28434-00-6,"CYCLOPROPANECARBOXYLIC ACID, 2,2-DIMETHYL-3-(2-METHYL-1-PROPENYL)-, 2-METHYL-4-OXO-3-(2-PROPENYL)-2-CYCLOPENTEN-1-YL ESTER, [1R-[1.ALPHA.(S*",,"kidney,neurotoxicity"
28434-86-8,"3,3'-DICHLOR-4,4'-DIAMINO-DIPHENYLAETHER",cancer,
2855-13-2,"3-AMINOMETHYL-3,5,5-TRIMETHYLCYCLOHEXYLAMINE",,"immunotoxicity,respiratory,skin sense"
28553-12-0,"1,2-BENZENEDICARBOXYLIC ACID, DIISONONYL ESTER",,"developmental,endocrine"
28655-71-2,HEPTA-PCB,"cancer,developmental",
2867-47-2,2-(DIMETHYLAMINO)ETHYL 2-METHYL-2-PROPENOATE,,"immunotoxicity,skin sense"
287-92-3,CYCLOPENTANE,,neurotoxicity
2872-52-8,Disperse Red 1,,"immunotoxicity,skin sense"
28772-56-7,BROMADIOLONE,,cardiovascular blood
288-88-0,"1,2,4-TRIAZOLE",,"neurotoxicity,respiratory"
2885-00-9,1-Octadecanethiol,,respiratory
28911-01-5,TRIAZOLAM,developmental,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory"
2893-78-9,SODIUM DICHLORO-S-TRIAZINETRIONE,,"gastrointestinal liver,neurotoxicity"
28981-97-7,ALPRAZOLAM,developmental,neurotoxicity
2909-38-8,"ISOCYANIC ACID, M-CHLOROPHENYL ESTER",,"gastrointestinal liver,neurotoxicity,respiratory"
29091-21-2,PRODIAMINE (RYDEX),,"cancer,endocrine"
29122-68-7,ATENOLOL,developmental,"cardiovascular blood,musculoskeletal,neurotoxicity,respiratory,skin sense"
2917-26-2,1-Hexadecanethiol,,respiratory
2918-23-2,HYDROXYPROPYL ACRYLATE,,"immunotoxicity,skin sense"
29191-52-4,ANISIDINE (ORTHO AND PARA ISOMERS),,cancer
2921-88-2,CHLORPYRIFOS,,"endocrine,neurotoxicity,reproductive"
29232-93-7,PIRIMIPHOS METHYL,,neurotoxicity
2971-38-2,"2,4-D CHLOROCROTYL ESTER",,"gastrointestinal liver,kidney,neurotoxicity"
2971-90-6,CLOPIDOL,,"immunotoxicity,skin sense"
2973-10-6,DIISOPROPYL SULFATE,cancer,
2974-90-5,"3,4'-Dichlorobiphenyl","cancer,developmental",
2974-92-7,"3,4-DICHLOROBIPHENYL (PCB-12)","cancer,developmental",
29767-20-2,TENIPOSIDE,developmental,"cancer,gastrointestinal liver,neurotoxicity,skin sense"
298-00-0,METHYL PARATHION,,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,respiratory,skin sense"
298-02-2,PHORATE,,neurotoxicity
298-04-4,DISULFOTON,,"developmental,neurotoxicity,respiratory"
298-46-4,Carbamazepine,developmental,"cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity,respiratory,skin sense"
298-81-7,8-METHOXYPSORALEN WITH ULTRAVIOLET A THERAPY,cancer,"gastrointestinal liver,neurotoxicity,skin sense"
299-75-2,TREOSULFAN,cancer,
299-84-3,RONNEL,,"cardiovascular blood,developmental,neurotoxicity"
299-86-5,CRUFOMATE,,neurotoxicity
29911-27-1,dipropylene glycol n-propyl ether,,"neurotoxicity,skin sense"
29911-28-2,1-(2-BUTOXY-1-METHYLETHOXY)-2-PROPANOL,,neurotoxicity
300-76-5,NALED,,"gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive,skin sense"
301-02-0,(Z)-9-OCTADECENAMIDE,,skin sense
301-04-2,LEAD ACETATE,"cancer,developmental,reproductive","cardiovascular blood,gastrointestinal liver,kidney,neurotoxicity"
301-12-2,OXYDEMETON METHYL,reproductive,"endocrine,neurotoxicity"
3018-12-0,DICHLOROACETONITRILE,,"neurotoxicity,respiratory"
302-01-2,HYDRAZINE,cancer,"cardiovascular blood,developmental,endocrine,gastrointestinal liver,immunotoxicity,kidney,neurotoxicity,reproductive,respiratory,skin sense"
302-17-0,"1,1,1-TRICHLORO-2,2-DIHYDROXYETHANE",,"cancer,cardiovascular blood,gastrointestinal liver,neurotoxicity,respiratory,skin sense"
302-70-5,NITROGEN MUSTARD N-OXIDE HYDROCHLORIDE,cancer,
302-79-4,ALL-TRANS RETINOIC ACID,developmental,"cardiovascular blood,skin sense"
303-34-4,LASIOCARPINE,cancer,
303-45-7,GOSSYPOL,,reproductive
303-47-9,OCHRATOXIN A,cancer,"cardiovascular blood,gastrointestinal liver,kidney"
3033-77-0,"Oxiranemethanaminium, N,N,N-trimethyl-, chloride",,"immunotoxicity,skin sense"
30402-14-3,TETRACHLORODIBENZOFURAN,cancer,
30402-15-4,PENTACHLORODIBENZOFURAN,cancer,
305-03-3,CHLORAMBUCIL,"cancer,developmental","cardiovascular blood,neurotoxicity,respiratory"
305-97-5,"Butanedioic acid, mercapto-, antimony(3+) lithium salt (3:1:6)",,gastrointestinal liver
30516-87-1,AZT,,"cancer,cardiovascular blood,neurotoxicity,skin sense"
30525-89-4,PARAFORMALDEHYDE,,"immunotoxicity,neurotoxicity,skin sense"
3056-17-5,Stavudine (d4T),,cancer
30560-19-1,ACEPHATE,,"cancer,gastrointestinal liver,neurotoxicity"
306-37-6,"1,2-DIMETHYLHYDRAZINE.2HCL",,"cancer,cardiovascular blood,gastrointestinal liver"
30618-84-9,"ACETIC ACID, MERCAPTO-, MONOESTER WITH 1,2,3-PROPANETRIOL",,"immunotoxicity,skin sense"
3066-71-5,CYCLOHEXYLACRYLAT,,immunotoxicity
3068-88-0,BETA-BUTYROLACTONE,cancer,
3081-01-4,"1,4-BENZENEDIAMINE, N-(1,4-DIMETHYLPENTYL)-N'-PHENYL- (9CI)",,neurotoxicity
309-00-2,ALDRIN,cancer,"developmental,endocrine,gastrointestinal liver,kidney,neurotoxicity,reproductive,respiratory,skin sense"
309-43-3,SECOBARBITAL SODIUM,developmental,neurotoxicity
3090-35-5,"Stannane, tributyl[(1-oxo-9-octadecenyl)",,endocrine
311-45-5,CHINORTA,,"neurotoxicity,skin sense"
31218-83-4,PROPETAMPHOS,,"gastrointestinal liver,neurotoxicity"
313-67-7,ARISTOLOCHIC ACID,cancer,"neurotoxicity,respiratory"
314-40-9,BROMACIL,,"cancer,endocrine"
31431-39-7,mebendazole,developmental,
315-18-4,MEXACARBATE,,"neurotoxicity,respiratory,skin sense"
315-22-0,MONOCROTALINE,cancer,"cardiovascular blood,gastrointestinal liver,kidney,respiratory"
315-37-7,TESTOSTERONE ENANTHATE,developmental,
31508-00-6,"2,3',4,4',5-PENTACHLOROBIPHENYL (PCB-118)","cancer,developmental",
316-42-7,"EMETINE, DIHYDROCHLORIDE",,cardiovascular blood
3165-93-3,2-AMINO-5-CHLOROTOLUENE HYDROCHLORIDE,,cancer
3173-72-6,"1,5-NAPHTHALENE DIISOCYANATE",,"immunotoxicity,respiratory"
31895-22-4,"1,2,3-Trithian-5-amine, N,N-dimethyl-, ethanedioate (1:1)",,"endocrine,neurotoxicity"
319-84-6,ALPHA-LINDANE,cancer,gastrointestinal liver
319-85-7,BETA-LINDANE,cancer,"cardiovascular blood,endocrine,gastrointestinal liver,immunotoxicity,neurotoxicity,reproductive"
319-86-8,DELTA-LINDANE,cancer,
320-67-2,5-AZACYTIDINE,cancer,
3236-53-1,"2,2,4-TRIMETYLHEXAMETYLEN-1,6-DIAMIN",,immunotoxicity
3236-54-2,"2,4,4-TRIMETYLHEXAMETYLEN-1,6-DIAMIN",,immunotoxicity
3251-23-8,CUPRIC NITRATE,,neurotoxicity
3252-43-5,DIBROMOACETONITRILE,,"neurotoxicity,respiratory"
32534-81-9,"1,1'-OXYBISBENZENE PENTABROMO DERIV.",,"endocrine,gastrointestinal liver"
32568-89-1,"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-3-(2-(OXIRANYLMETHOXY)PROPYL)-1-(OXIRANYLMETHYL)-",,"neurotoxicity,skin sense"
32598-10-0,"2,3',4,4'-TETRACHLOROBIPHENYL (PCB-66)","cancer,developmental",
32598-11-1,"2,3'4',5-TETRACHLOROBIPHENYL (PCB-70)","cancer,developmental",
32598-12-2,"2,4,4',6-TETRACHLOROBIPHENYL (PCB-75)","cancer,developmental",
32598-13-3,"3,3',4,4'-TETRACHLOROBIPHENYL (PCB-77)","cancer,developmental","endocrine,gastrointestinal liver"
32598-14-4,"2,3,3',4,4'-PENTACHLOROBIPHENYL (PCB-105)","cancer,developmental",endocrine
32647-67-9,"D-Glucitol, bis-O-(phenylmethylene)-",,gastrointestinal liver
3268-87-9,OCTACHLORODIBENZO-P-DIOXIN,cancer,
32690-93-0,"2,4,4',5-Tetrachlorobiphenyl (PCB 74)","cancer,developmental",
327-98-0,TRICHLORONATE,,neurotoxicity
32774-16-6,"3,3'4,4',5,5'-HEXACHLOROBIPHENYL (PCB-169)","cancer,developmental","endocrine,gastrointestinal liver"
32809-16-8,PROCYMIDONE,cancer,"endocrine,neurotoxicity"
329-01-1,"(ALPHA,ALPHA,ALPHA-TRIFLUORO-M-TOLYL) ISOCYANATE",,"neurotoxicity,respiratory"
329-89-5,AMINONICOTINAMIDE,,developmental
3290-92-4,"1,1,1-TRIMETHYLOLPROPANE TRIMETHACRYLATE",,"immunotoxicity,skin sense"
32954-58-8,4-IPOMEANOL,,respiratory
3296-90-0,"1,3-DIBROMO-2,2-DIMETHYLOLPROPANE",cancer,kidney
330-54-1,DIURON,cancer,"cardiovascular blood,developmental"
330-55-2,LINURON,developmental,"cancer,cardiovascular blood,endocrine"
33025-41-1,"2,3,4,4'-TETRACHLOROBIPHENYL (PCB-60)","cancer,developmental",
33069-62-4,PACLITAXEL,"developmental,reproductive",
33089-61-1,AMITRAZ,developmental,"cancer,cardiovascular blood,kidney,neurotoxicity"
33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl","cancer,developmental",
331-39-5,CAFFEIC ACID,cancer,kidney
33146-45-1,"2,6-DICHLOROBIPHENYL (PCB-10)","cancer,developmental",
33213-65-9,BETA-ENDOSULFAN,,endocrine
33284-50-3,"2,4-DICHLOROBIPHENYL (PCB-7)","cancer,developmental",
33284-52-5,"3,3',5,5'-TETRACHLOROBIPHENYL (PCB-80)","cancer,developmental",
33284-53-6,"2,3,4,5-TETRACHLOROBIPHENYL (PCB-61)","cancer,developmental",
33284-54-7,"2,3,5,6-TETRACHLOROBIPHENYL (PCB-65)","cancer,developmental",
33286-22-5,DILTIAZEM HYDROCHLORIDE,developmental,"cardiovascular blood,gastrointestinal liver,neurotoxicity,skin sense"
333-20-0,POTASSIUM THIOCYANATE,,"gastrointestinal liver,neurotoxicity,respiratory"
333-41-5,DIAZINON,,"cardiovascular blood,developmental,gastrointestinal liver,neurotoxicity,reproductive,skin sense"
3333-52-6,TETRAMETHYL SUCCINONITRILE,,"neurotoxicity,respiratory"
3333-67-3,NICKEL CARBONATE,cancer,"immunotoxicity,skin sense"
3337-71-1,4-AMINO-BENZOLSULFONYL-METHYLCARBAMAT,,"cancer,endocrine"
33372-39-3,4-bis(2-hydroxyethyl)amino-2-(5-nitro-2-thienyl)-quinazoline,,cancer
334-88-3,DIAZOMETHANE,,"immunotoxicity,neurotoxicity,respiratory,skin sense"
33419-42-0,ETOPOSIDE,developmental,"cancer,cardiovascular blood,endocrine,gastrointestinal liver"
3347-22-6,DITHIANON,,"immunotoxicity,skin sense"
33663-50-2,"2,4,6-TRICHLOROANILINE HYDROCHLORIDE",,cancer
3380-34-5,TRICLOSAN,,"immunotoxicity,skin sense"
3383-96-8,TEMEPHOS,,"cardiovascular blood,gastrointestinal liver,neurotoxicity"
3385-03-3,FLUNISOLIDE,"developmental,reproductive","cardiovascular blood,neurotoxicity,skin sense"
339-43-5,CARBUTAMIDE,,cardiovascular blood
33979-03-2,"2,2',4,4',6,6'-HEXACHLOROBIPHENYL (PCB-155)","cancer,developmental",
34014-18-1,TEBUTHIURON,,"developmental,neurotoxicity"
34031-32-8,Auranofin,developmental,"gastrointestinal liver,neurotoxicity"
3424-82-6,"DDE, O,P'",cancer,
3425-61-4,T-AMYL HYDROPEROXIDE,,"cardiovascular blood,respiratory"
34256-82-1,ACETOCHLOR,cancer,"endocrine,neurotoxicity"
34465-46-8,HEXACHLORODIBENZODIOXIN,cancer,
34590-94-8,DIPROPYLENE GLYCOL MONOMETHYL ETHER,,"kidney,neurotoxicity,reproductive"
34643-46-4,Prothiofos,,"cardiovascular blood,gastrointestinal liver"
3468-63-1,D & C ORANGE NO. 17,cancer,
34883-39-1,"2,5-DICHLOROBIPHENYL (PCB-9)","cancer,developmental",
34883-41-5,"3,5-DICHLOROBIPHENYL (PCB-14)","cancer,developmental",
34883-43-7,"2,4'-DICHLOROBIPHENYL (PCB-8)","cancer,developmental",
35065-27-1,"2,2',4,4',5,5'-HEXACHLOROBIPHENYL (PCB-153)","cancer,developmental","endocrine,gastrointestinal liver"
35065-28-2,"2,2',3,4,4',5'-HEXACHLOROBIPHENYL","cancer,developmental",
35065-29-3,"2,2',3,4,4',5,5'-HEPTACHLOROBIPHENYL (PCB-180)","cancer,developmental",
35065-30-6,"2,2',3,3',4,4',5-HEPTACHLOROBIPHENYL","cancer,developmental",
3524-68-3,PENTAERYTHRITOL TRIACRYLATE,,"immunotoxicity,skin sense"
353-50-4,CARBONYL FLUOIRDE,,"respiratory,skin sense"
353-59-3,BROMOCHLORODIFLUOROMETHANE,,neurotoxicity
35367-38-5,DIFLUBENZURON,,"cardiovascular blood,endocrine,gastrointestinal liver"
35400-43-2,SULPROFOS,,"cardiovascular blood,developmental,neurotoxicity"
3546-10-9,PHENESTERIN,cancer,
35554-44-0,IMAZALIL,,"cancer,developmental,neurotoxicity"
3563-45-9,"Tetrachloro DDT = 1,1,1,2-Tetrachloro-2,2-bis(4-chlorophenyl)ethane",,endocrine
3564-09-8,PONCEAU 3R,cancer,gastrointestinal liver
